id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
5767,sweet potato pie,,4,4,1906,1906,0.25,0.25
5768,Nurnberger Siechen,,1,1,1900,1900,0.0,0.0
5769,"Egg-plant, Athenian",,13,13,1906,1906,0.35,0.4
5770,Pfungstadter Bock-Ale,,1,1,1900,1900,0.0,0.0
5771,baked oyster-plant,,2,2,1905,1906,0.3,0.5
5772,"Petit Pois, extra fine",,3,3,1907,1907,0.5,0.5
5774,"Red cabbage, Russian style",,14,14,1905,1906,0.25,0.25
5775,"Bk'd Sweet Apples, Cream",,1,1,1907,1907,0.25,0.25
5776,Dreher,,2,2,1900,1900,0.0,0.0
5777,Erlanger,,2,2,1900,1900,0.0,0.0
5778,roman bomb,,3,3,1906,1906,0.4,4.0
5779,Herring filets in white wine,,2,2,1906,1906,0.0,0.0
5780,Engl. Ale,,2,2,1900,1900,0.0,0.0
5783,Stewed Prunes and Cream,,6,6,1901,1943,0.05,0.25
5784,endive,,46,56,1906,1973,0.0,75.0
5785,Blue Point on Clam Cocktail,,1,1,1900,1900,0.25,0.25
5786,Cream of asparagus,,98,101,1888,1973,0.0,30.0
5789,brussel sprouts in butter,,2,2,1906,1940,0.0,0.0
5790,Goose Liver Pate de Foie gras-One,,1,1,1907,1907,0.0,0.0
5792,Longchamps,,5,5,1906,1918,0.0,0.5
5793,hot-house asparagus,,7,7,1900,1907,0.9,1.75
5796,"Consomme, Sultane",,3,3,1880,1906,0.35,0.6
5797,fresh strawberry ice cream,,179,214,1896,1965,0.15,5.0
5798,Malaga Concord and Tokay Grapes,,1,1,1907,1907,0.25,0.25
5799,Pommes Nature,,31,34,1892,1972,0.0,0.0
5800,Roman or Russian Punch,,1,1,1907,1907,0.25,0.25
5802,Galantine,,9,9,1894,1955,0.5,0.75
5803,Windsor,,9,10,1901,1938,0.25,0.75
5805,a,,1,2,1900,1900,,
5807,Roastbeef a la Clermont,,2,2,1900,1900,0.0,0.0
5810,"Printanier, tapioca",,1,1,1906,1906,0.35,0.6
5812,Pineapple Preserve,,3,3,1900,1907,0.0,0.0
5813,Pommerische Gausebrust,,2,2,1907,1907,0.6,0.6
5814,Tortue,,4,4,1901,1912,0.0,0.0
5818,German Mettwurst,,2,2,1907,1907,0.4,0.4
5820,Peach Preserve,,2,2,1907,1907,0.2,0.2
5822,"Smelts, English style",,4,4,1906,1918,0.5,0.9
5824,Quaker Oats & Cream,,3,3,1900,1900,0.0,0.0
5826,Plain Omelets,,6,6,1900,1900,0.0,0.0
5829,Pois nouv. au beurre,,1,1,1900,1900,0.0,0.0
5831,"Filets of English sole, Baratte",,2,2,1906,1906,0.0,0.0
5833,Beefsteaks,,35,35,1899,1910,0.0,0.0
5834,"Bluefish, Bercy",,4,4,1906,1920,0.4,0.9
5837,Devilled Kidneys,,45,51,1896,1917,0.5,0.7
5840,Tripe Lyonaise,,6,6,1900,1900,0.0,0.0
5841,Salmon in red wine,,3,3,1906,1906,0.45,0.8
5842,Cherry Preserve,,2,2,1907,1907,0.2,0.2
5843,Fried Bacon,,167,169,1859,1965,0.1,20.0
5845,Salade,,257,259,1881,1978,0.0,0.0
5846,Pure Currant Jelly,,2,2,1907,1907,0.0,0.0
5847,"Crab meat, Florentine",,4,4,1906,1918,0.7,1.25
5848,Bouilli,,2,2,1900,1900,0.0,0.0
5849,"Cold Bouillon, en Tasse",,5,5,1896,1901,0.0,0.0
5850,"Frogs' legs, Poulette",,15,15,1900,1918,0.7,1.25
5852,"Potted Young Duckling, au Chasseur",,2,2,1900,1900,0.0,0.0
5854,"Lobster, Rothschild",,6,6,1905,1906,0.8,150.0
5855,"Timbales of Spaghetti, Milanaise",,2,2,1900,1900,0.0,0.0
5857,Broiled Quail à la diable,,1,1,1906,1906,0.0,0.0
5858,Euchred Figs,,15,16,1897,1914,0.05,0.5
5859,"Ling Fish, Egg Sauce",,5,5,1900,1900,0.0,0.0
5860,"Compote de Peaches, with Steamed Rice",,2,2,1900,1900,0.0,0.0
5861,Shad and roe,,66,66,1900,1907,0.4,100.0
5862,Brochette of Sweetbread with peas (1),,2,2,1906,1907,0.6,0.6
5863,"Leg of Southdown mutton, Bretonne",,1,1,1906,1906,0.5,0.9
5864,Squab en compote,,11,11,1897,1914,0.85,1.5
5865,"Shad Roe, Stripped with Bacon",,2,2,1900,1900,0.0,0.0
5866,MOBJACK BAY OYSTERS,,3,3,1900,1905,0.0,0.0
5867,Stringless Beans,,58,58,1896,1958,0.1,0.75
5868,Chicken saute with cepes,,2,2,1906,1906,0.0,0.0
5869,Buzzard Bay,,3,3,1900,1906,0.15,0.25
5870,Braised Georgia Yams,,2,2,1900,1900,0.0,0.0
5871,"CHICKEN, A LA CREOLE",,3,3,1900,1900,0.0,0.0
5872,"Fried Flounder, Anchovy Sauce",,3,3,1900,1900,0.0,0.0
5873,"Tournedos of beef, Murat",,1,1,1906,1906,1.0,2.0
5874,Roast in pan,,1,1,1900,1900,40.0,40.0
5875,SWEET GHERKINS,,45,46,1897,1965,0.2,20.0
5876,"Escalopes of sweetbreads, Macedoine",,5,5,1906,1907,0.0,0.0
5878,POTATOES DUCHESSE,,77,77,1881,1969,0.0,0.3
5879,"Baked Bluefish, A LA CREOLE",,2,2,1900,1900,0.0,0.0
5880,Queen patties,,4,4,1889,1907,0.75,0.75
5881,"YORK HAM, GLACE, AUX MADEIRA",,1,1,1900,1900,0.0,0.0
5882,"BRAISED TENDERLOIN, MUSHROOM SAUCE",,2,2,1900,1900,0.0,0.0
5883,Clams fried in butter,,6,6,1900,1944,0.4,40.0
5884,Vegetable Stew,,20,20,1900,1900,0.0,0.0
5885,"Fresh Asparagus, French Dressing",,2,2,1900,1900,0.0,0.0
5886,"SWEETBREADS, A LA MONTGLAS",,2,2,1900,1900,0.0,0.0
5887,Clams fried in batter,,3,3,1900,1901,0.35,40.0
5888,Stewed Fresh Mushrooms,,7,7,1900,1941,0.5,0.5
5889,"Guinea chicken, Bonne-femme",,1,1,1906,1906,0.0,0.0
5890,Sliced Green Apple Pie,,7,7,1899,1921,0.1,0.15
5891,"CREAM FRITTERS, SABAYON SAUCE",,2,2,1900,1900,0.0,0.0
5892,"PRIME RIBS OF NEW YORK BEEF, AU JUS",,2,2,1900,1900,0.0,0.0
5893,"Fried Hominy Cakes, Honey, Maple Syrup",,6,6,1900,1900,0.0,0.0
5894,LETTUCE WITH EGG,,15,16,1882,1901,0.1,25.0
5895,"Medallions of foie-gras, port wine",,1,1,1906,1906,0.9,1.75
5896,Broiled Split Sausages,,6,6,1900,1901,0.0,0.0
5897,Corned Beef Dry Hash,,13,13,1900,1901,0.0,0.0
5898,Roquefort and Edam Cheese,,18,18,1884,1901,0.15,0.2
5899,"VERMONT TURKEY, STUFFED WITH OYSTERS",,2,2,1900,1900,0.0,0.0
5900,Calves' Liver & Bacon,,14,14,1899,1900,,
5901,"ONIONS, A LA CREAM",,2,2,1900,1900,0.0,0.0
5902,Broiled Rump Steak,,18,18,1900,1973,0.0,0.0
5903,"ASPARAGUS, HOLLANDAISE SAUCE",,12,12,1895,1958,0.5,0.75
5904,Bent's Crackers,,104,105,1884,1916,0.1,0.1
5905,Hot-house lamb,,49,49,1906,1912,0.65,0.65
5906,"CLUB PUDDING, KIRSCH SAUCE",,2,2,1900,1900,0.0,0.0
5907,"Omelettes, to order ",,17,17,1900,1905,0.0,0.0
5908,Milk fed chicken,,79,108,1905,1949,1.0,250.0
5910,FANCY MACAROONS,,19,19,1891,1915,0.1,0.25
5912,CHRISTIAN CANDY,,2,2,1900,1900,0.0,0.0
5913,MEALS ONE DOLLAR,,1,1,1900,1900,0.0,0.0
5914,HYGEIA CREAM PUFFS,,2,2,1900,1900,0.0,0.0
5915,Huitres en coquille,,13,13,1887,1905,0.0,0.0
5917,STRAWBERRY ICE CREAM,,609,668,1880,1989,0.0,30.0
5920,Squab turkey,,11,11,1901,1907,1.75,4.0
5921,Imperial squab,,87,99,1905,1918,1.1,125.0
5922,HOT.,,1,1,1900,1900,0.0,0.0
5923,Celeri,,244,255,1882,1972,0.0,25.0
5924,Saltine Wafers,,12,12,1899,1915,0.1,0.1
5925,COLD.,,2,2,1900,1901,0.0,0.0
5926,Squab Guinea chicken,,17,17,1906,1907,0.0,0.0
5927,New Layer Figs,,3,3,1900,1900,0.2,0.2
5928,"Blue Points, half shell",,98,99,1889,1917,0.1,25.0
5931,Nuts and Raisins,,169,170,1880,1947,0.0,20.0
5934,Vienna Bread,,161,163,1896,1962,0.05,10.0
5935,Rockaway,,4,4,1900,1907,0.1,0.5
5936,White & Graham Rolls,,4,4,1900,1900,0.0,0.0
5938,Buck Wheat Cakes,,5,5,1900,1900,0.0,0.0
5939,Consomme Charlemagne,,2,2,1900,1900,0.0,0.0
5940,Crown Flakes,,2,2,1900,1900,0.0,0.0
5941,Scotch Oatcake,,24,24,1900,1900,0.0,0.0
5942,Green Turtle au Quenelle,,2,2,1900,1900,0.0,0.0
5944,Chicken Broth en Tasse,,11,11,1899,1947,0.2,0.3
5945,Prime celery,,5,5,1900,1907,0.05,0.1
5946,Berries.,,1,1,1900,1900,0.0,0.0
5948,Jeannette,,9,9,1905,1906,0.4,0.8
5949,Broiled or Fried Codfish,,6,6,1900,1917,0.2,0.35
5950,Haddock,,9,9,1900,1998,0.0,14.95
5951,Cod,,6,6,1900,1900,0.25,0.4
5952,Hot-house tomato,,20,20,1905,1907,0.4,75.0
5953,Blue,,5,5,1946,1961,0.35,0.9
5954,Cream of Sorrel with Stuffed Eggs,,2,2,1900,1900,0.0,0.0
5955,Fresh Penobscot Salmon,,3,3,1900,1900,0.0,0.0
5956,Boiled Salt Mackerel,,122,123,1898,1955,0.15,35.0
5957,Schrod,,8,8,1900,1945,0.4,0.65
5958,Firenze,,2,2,1906,1907,0.0,0.0
5959,"Fish, Entrees or Roasts on Dinner Bill",,2,2,1900,1900,0.2,0.2
5960,"Served with Bread, Butter and Vegetables",,2,2,1900,1900,,
5961,Kidneys and Bacon,,8,8,1900,1935,0.3,0.45
5962,Plain Omelet,,240,247,1859,1987,0.0,25.0
5963,White beans and tomatoes,,1,1,1906,1906,0.3,0.5
5964,Top Sirloin,,68,69,1900,1985,0.2,40.0
5965,Poached,,6,6,1899,1906,0.25,0.3
5966,"Sweet potatoes, Mexican",,1,1,1906,1906,0.0,0.0
5967,Russian Caviar on Toast,,42,42,1892,1937,0.25,25.0
5968,Shirred,,10,10,1899,1914,0.0,2.0
5969,"Champagnes - Pommery & Greno, Extra Sec & Sec",,7,7,1900,1900,0.0,0.0
5970,Peeled asparagus,,11,10,1905,1907,0.75,0.75
5972,"Clicquot, Dry",,76,76,1895,1900,0.0,10.0
5974,Oyster Crabs Patties a la Martha,,2,2,1900,1900,0.0,0.0
5975,with Currant Jelly,,1,1,1907,1907,0.45,0.45
5976,Top Sirloin with onions,,8,8,1900,1914,0.25,1.15
5977,"George Goulet, Extra Dry",,84,84,1881,1900,0.0,9.0
5978,"Fresh strawberries, Melba",,11,11,1906,1907,1.0,100.0
5979,Timbale a la Rothschild,,2,2,1900,1900,0.0,0.0
5981,Salads.,,1,1,1900,1900,0.0,0.0
5982,"Crust, Marechal",,3,3,1906,1906,0.3,0.6
5983,"Perrier, Jouet & Co., Ex. Dry Special",,67,68,1895,1900,0.0,9.0
5984,Smoked Beef Tongue,,143,146,1899,1961,0.2,35.0
5985,Canape Henrietta,,2,2,1900,1900,0.0,0.0
5986,"Double Porterhouse, Steak",,2,2,1900,1900,1.0,1.0
5987,"Farina, Victoria",,2,2,1905,1906,0.3,0.5
5988,"G.H. Mumm & Co., Extra Dry",,61,61,1881,1916,0.0,12.0
5989,Royal Taubonne,,2,2,1900,1900,0.0,0.0
5990,"Porterhouse Steak, with Onions",,10,10,1882,1905,0.0,0.0
5991,Marquis cake,,2,2,1906,1906,0.25,0.25
5992,Potatoes.,,4,4,1900,1900,0.0,0.0
5993,"Heidsieck & Co., Dry Monopole",,84,87,1880,1907,0.0,4.0
5994,Picalilli,,5,5,1900,1901,0.0,0.0
5995,"Double Porterhouse Steak, with Onions",,5,5,1900,1901,0.0,0.0
5996,Moka parfait,,2,2,1906,1940,0.35,0.35
5997,Sliced Smoked Beef,,3,3,1900,1900,0.0,0.0
5998,Clarets - - -Fine Vintage,,1,1,1900,1900,0.0,0.0
5999,Good Bordeaux,,50,52,1895,1906,0.0,4.0
6000,Light,,10,10,1896,1900,0.0,0.0
6001,Tomato Catsup,,31,31,1880,1940,0.35,4.0
6002,Coupe Wladimir,,7,7,1906,1907,0.6,0.6
6003,"Coquille of Salmon Troute, en Bordure",,1,1,1900,1900,0.0,0.0
6004,Hocks - - -Sparkling,,1,1,1900,1900,0.0,0.0
6005,L. & P. Worcestershire Sauce,,3,3,1900,1900,,
6006,Curacao sherbet,,9,9,1905,1974,0.4,0.4
6007,Catskill Mountain House Griddle Cakes,,6,6,1900,1900,0.0,0.0
6008,Moselle - -Sparkling,,2,2,1900,1900,0.0,0.0
6009,STAWBERRIES WITH CREAM,,3,3,1900,1933,0.5,0.65
6010,"TENDERLOIN OF BEEF, Mushrooms",,5,5,1889,1907,0.9,0.9
6011,Diamond Drips,,4,4,1900,1900,0.0,0.0
6012,Tangerines,,215,267,1891,1969,0.1,30.0
6013,TANGERRINS,,2,2,1900,1900,0.0,0.0
6014,Sherries - -Pale Dry,,3,3,1900,1900,0.0,0.0
6015,"Boiled Nova Scotia Salmon, Genevoise",,3,3,1899,1900,0.0,0.0
6016,Golden,,14,14,1896,1966,0.0,4.0
6017,BREAD,,98,130,1892,1988,0.0,0.4
6018,"Double Porterhouse Steak, with Mush'rs",,3,3,1900,1900,1.2,1.2
6019,"CHICKEN LIVERS, en Brochette",,13,13,1892,1907,0.35,0.65
6020,French,,24,25,1900,1977,0.1,75.0
6021,Kingfish a la Meuniere,,3,3,1899,1900,0.0,0.0
6022,Burgundy - -Nuits,,1,1,1900,1900,0.0,0.0
6023,German Fried Potatoes served with Steaks,,2,2,1900,1900,0.0,0.0
6024,"EGGS, with Kippered Herring",,2,2,1900,1900,0.0,0.0
6025,Potatoes Grammont,,2,2,1900,1900,0.0,0.0
6026,Boston Brown,,5,5,1901,1941,0.1,0.15
6027,Liqueurs - -Chartreuse,,2,2,1900,1900,0.06,5.0
6028,Half Broiled Spring Chicken,,45,47,1894,1985,0.3,3.6
6030,"BAKED BEANS, Boston Style",,4,4,1895,1900,0.0,0.0
6031,Special demi tasse,,70,69,1900,1955,0.2,25.0
6032,Breakfast Hominy,,4,4,1900,1900,0.0,0.0
6033,SOUTHERN CORN BREAD,,2,2,1900,1900,0.0,0.0
6034,Shredded Whole Wheat Biscuits,,5,5,1900,1901,0.1,0.1
6035,COLD-HAM,,4,4,1900,1901,0.25,0.25
6037,Wheaten Grits,,30,30,1880,1907,0.1,15.0
6038,Brandy- - -Very Old,,2,2,1900,1900,0.0,0.0
6039,Berries,,22,22,1895,1943,0.1,0.35
6042,Huitres Blue Points,,69,69,1900,1914,0.25,30.0
6045,Silver,,3,3,1939,1966,0.5,0.8
6046,"American Rye, Park & Tilfords Y.P.M.",,42,42,1900,1906,0.0,0.0
6047,CERVELAT SAUSAGE,,21,22,1900,1970,0.2,35.0
6048,Gateaux Assorti,,8,8,1897,1900,0.0,0.0
6049,Malt Breakfast Food with Cream,,25,25,1899,1907,0.25,0.35
6051,"Canadian Club, Walker's",,21,21,1896,1900,0.0,5.0
6052,Jumbles,,12,12,1900,1901,0.05,0.15
6053,Clovisses Little Neck,,7,7,1905,1907,0.0,0.0
6054,Hollands,,100,101,1895,1913,0.0,4.0
6055,Pillsbury's Vitos with Cream,,7,7,1899,1900,0.0,0.0
6056,Old Tom,,133,133,1856,1917,0.0,3.0
6057,Cocktail des huitres,,7,6,1906,1907,0.0,0.0
6058,CRUSHED VIOLET SHERBET,,2,2,1900,1900,0.0,0.0
6059,Ginger-bread,,5,5,1900,1900,0.0,0.0
6060,Ale & Porter,,40,40,1896,1900,0.0,0.0
6061,English Breakfast and Green Tea,,1,1,1899,1900,,
6063,Kipper'd Herring,,2,2,1900,1900,0.0,0.0
6064,Caviar de Malossol,,62,62,1906,1907,0.5,150.0
6066,"Soda Water, Lager Beer, Ginger Ale, Lemonade",,12,12,1900,1900,0.0,0.0
6067,Oyster broth,,14,14,1900,1967,0.1,20.0
6069,Choux rouges a la Russe,,13,13,1905,1907,0.0,0.0
6070,"Seltzer, Apollinaris, Johannis & Johannis Lithia Waters",,3,3,1900,1900,0.0,0.0
6072,"ST. BERNARD PUDDING, Wine Sauce",,3,3,1900,1900,0.0,0.0
6073,"Potatoes, Creamed",,8,8,1899,1928,0.0,0.0
6074,Sardines a l'huile,,45,45,1899,1971,0.0,2.0
6075,MARINERTE FETT HERRING,,2,2,1900,1900,0.0,0.0
6076,Philadelphia Cream Cheese,,197,201,1892,1981,0.1,15.0
6078,Apollinaris & Johannis Water (small),,28,28,1900,1900,0.0,0.0
6080,Aubergines a l'Athenienne,,15,15,1905,1906,0.35,0.4
6081,Snowflake Crackers,,7,7,1899,1900,0.0,0.0
6082,SPICED LAMB TONGUE,,4,4,1900,1900,0.0,0.0
6083,Milk Biscuits,,6,6,1895,1907,0.0,0.0
6084,Filets de hareng au vin blanc,,2,2,1906,1906,0.5,0.5
6085,"Lamb Chops, Plain, or with Tomato Sauce",,2,2,1901,1901,0.0,0.0
6087,Graham Wafers,,138,140,1888,1921,0.05,10.0
6089,Bent's Water Crackers,,171,171,1892,1918,0.05,10.0
6091,Creme d'asperges,,27,27,1883,1971,0.0,35.0
6092,Oolong,,17,17,1899,1962,0.0,0.3
6094,English Breakfast,,17,17,1900,1962,0.1,0.25
6095,Manilla,,5,5,1900,1900,0.0,0.0
6096,Young Hyson,,6,6,1899,1920,0.1,0.15
6097,Mixed,,45,51,1896,1974,0.15,35.0
6098,"MEALS, ONE DOLLAR",,3,3,1900,1901,0.0,0.0
6099,Consomme Sultane,,3,3,1899,1906,0.25,0.6
6102,Hot Milk,,45,45,1900,1985,0.0,5.0
6103,Ragout fin en coquilles,,12,12,1899,1910,0.0,1.0
6104,"Egyptian, Large Packages",,3,3,1900,1900,0.0,0.0
6105,Okra de volaille,,16,16,1905,1907,0.4,75.0
6107,"MERINGUE BASKETS, Chantilly",,2,2,1900,1900,0.0,0.0
6108,Rostbraten nach Daupine,,1,1,1900,1900,0.0,0.0
6109,Plain Bread,,72,72,1859,1943,0.1,0.15
6110,Printanier aux perles,,1,1,1906,1906,0.0,0.0
6111,Oranges and bananas,,1,1,1900,1900,0.0,0.0
6112,Printanier Grenat,,2,2,1900,1900,0.0,0.0
6113,Soubise Kartoffeln,,3,3,1900,1901,0.0,0.0
6114,Chicken Halibut au Gratin,,2,2,1900,1900,0.0,0.0
6115,HOT GINGERBREAD,,12,12,1900,1912,,
6116,Grenadins,,2,2,1900,1900,0.0,0.0
6118,Basse rayee bouillie sauce aux capres,,1,1,1906,1906,0.8,0.8
6119,UNEEDA BISCUITS,,18,18,1899,1958,0.0,0.0
6120,Roll,,10,10,1900,1981,0.0,0.0
6121,"Fillet of Beef, Macedoine",,2,2,1900,1900,0.0,0.0
6123,Junge Erbsen,,42,43,1891,1969,0.0,0.0
6124,Eperlans a l'Anglaise,,4,4,1898,1906,0.0,0.9
6125,STRAWBERRY TARTLETS,,9,9,1899,1910,0.25,0.25
6126,Fried Calves' Brains,,5,5,1858,1900,0.35,0.35
6127,Griddle Cake,,6,6,1900,1928,0.0,0.0
6128,Creamed Spinach,,386,430,1896,2008,0.0,40.0
6129,Schinken in Burgunder,,4,4,1886,1901,0.0,0.0
6130,Apenta Water (medicinal),,97,97,1900,1906,0.0,0.0
6131,Broiled Steaks,,11,11,1900,1900,0.0,0.0
6132,Imperial Punch,,12,12,1897,1912,0.15,0.25
6133,"Easter Salad, a la Russe",,2,2,1900,1900,0.0,0.0
6134,"Roast Duck, Apple Sauce",,10,10,1892,1921,0.5,1.5
6135,"Mutton Broth, with barley",,4,4,1900,1900,0.2,0.3
6136,Scotch Fritters,,4,4,1900,1900,0.0,0.0
6137,Filets de sole Anglaise Baratte,,2,2,1906,1906,0.0,0.0
6138,Fried Indian Pudding,,10,10,1859,1901,0.0,0.0
6139,CELERY FRITTERS,,2,2,1900,1900,0.0,0.0
6140,Fried Tripe,,49,52,1856,1907,0.1,10.0
6141,Saumon au vin rouge,,3,3,1906,1906,0.45,0.85
6142,Gebratene Poularden,,6,6,1899,1901,,
6143,"Potato Salad, German Style",,4,4,1900,1901,0.0,0.0
6144,Bluefish Bercy,,4,4,1906,1933,0.4,1.1
6146,Boiled and Fried Potatoes,,3,3,1900,1935,,
6147,OYSTER PLANT,,37,37,1865,1921,0.0,0.0
6148,Chair de crabes Florentine,,3,3,1906,1906,0.7,1.25
6149,SPICED BEETS,,17,17,1883,1957,,
6150,Zwetschen,,16,16,1899,1910,0.0,0.0
6152,"Consomme, Pot au Feu",,3,3,1900,1900,0.0,0.0
6153,LUNCH BISCUITS,,2,2,1900,1900,0.0,0.0
6155,Cuisses de grenouilles Poulette,,8,8,1905,1906,0.0,0.0
6156,Oolong Tea,,286,291,1865,1963,0.0,25.0
6157,Kopf Salat,,45,45,1893,1969,0.0,0.0
6158,Homard Rothschild,,6,6,1905,1906,1.0,80.0
6159,Terrapene,,79,80,1897,1914,2.5,350.0
6160,Alose,,62,62,1896,1907,0.5,100.0
6161,Omelette with onions,,41,41,1881,1928,0.2,0.5
6162,Prinzessbohnen auf englische Art,,1,1,1900,1900,0.0,0.0
6164,Entree,,5,5,1905,1987,30.0,30.0
6165,Raspberry fruit ice,,1,1,1900,1900,0.0,0.0
6166,Bluepoints,,193,238,1892,1979,0.2,30.0
6167,Kalter Creme Pudding,,1,1,1901,1901,,
6169,Himbeer fruchteis,,1,1,1900,1900,0.0,0.0
6170,Gigot de pre-sale Bretonne,,1,1,1906,1906,0.0,0.0
6171,Potage a la reine,,22,22,1888,1987,0.25,0.4
6172,Rogout fin en coquilles,,1,1,1900,1900,0.0,0.0
6173,Medaillons de foie-gras au Porto,,2,2,1906,1906,0.9,1.75
6174,Marzipan Confect,,1,1,1900,1900,0.0,0.0
6175,"Filet of Beef, Richelieu",,2,2,1900,1900,0.0,0.0
6177,Canape Donatello,,1,1,1907,1907,0.35,0.35
6178,Fruchte,,286,286,1858,1957,0.0,0.0
6179,Raw Hamburger with Egg,,2,2,1901,1901,0.45,0.45
6180,Potatoes a la Soubise,,2,2,1901,1901,,
6181,Nachtish,,1,1,1900,1900,0.0,0.0
6182,Escalopes de ris-de-veau Macedoine,,5,5,1906,1907,0.0,0.0
6183,Plate of Soup,,5,5,1906,1906,0.05,0.05
6184,Assorted fruits and Cheese,,1,1,1900,1900,,
6185,Tripe,,35,39,1853,1961,0.0,0.65
6186,"Ox Tail, Anglaise",,5,5,1900,1917,0.1,0.1
6187,"Plate of Soup, with Bread",,2,2,1906,1906,0.1,0.1
6188,English Split Pea,,9,9,1893,1901,0.25,0.4
6189,Bouchees a la Reine,,27,29,1883,1965,0.0,1.25
6190,Ham in Burgundy,,1,1,1900,1900,0.0,0.0
6191,"Honeycomb Tripe, fried",,11,11,1892,1901,0.25,0.4
6192,Pintadon Bonne-femme,,1,1,1906,1906,2.5,2.5
6193,Roast poulardes,,1,1,1900,1900,0.0,0.0
6195,Mushrooms served with any order,,3,3,1906,1906,0.1,0.15
6196,"Half Cold Chicken, Mixed Salad",,2,2,1901,1901,0.0,0.0
6197,Plums,,399,503,1889,2012,0.0,100.0
6198,Breast of Lamb Tomato Sauce,,3,3,1900,1900,0.0,0.0
6199,Cottage Pudding,,28,30,1889,1953,0.05,0.3
6201,Poulet saute aux cepes,,2,2,1906,1906,1.4,2.75
6204,"Fried Whitebait, Oyster Crabs, tartar",,1,1,1907,1907,0.0,0.0
6205,Tournedos Murat,,1,1,1906,1906,1.0,2.0
6207,Cold cream pudding,,1,1,1900,1900,0.0,0.0
6209,Marchpan confect,,1,1,1900,1900,0.0,0.0
6210,Pigeon en compote,,12,12,1892,1907,0.0,125.0
6211,"Broiled Fresh Mackerel, Maitre d'Hotel",,32,34,1897,1962,0.2,2.0
6212,FILET MIGNON A LA PLUMP,,1,1,1901,1901,,
6213,Turkey a la Diable,,3,3,1900,1900,0.0,0.0
6215,HARICOTS VERTS,,177,181,1864,1987,0.0,1.5
6217,Agneau de lait,,44,44,1906,1907,,
6218,Broiled Savannah Shad,,6,6,1889,1907,0.4,0.75
6219,"ASPERGES, SAUCE MOUSSELINE",,8,8,1891,1907,0.0,0.0
6220,Rosbif,,91,91,1905,1957,0.4,75.0
6223,ESSENCE DE VOLAILLE EN TASSE,,2,2,1901,1905,0.0,0.0
6224,LOBSTER SAUTE A LA NORTON,,2,2,1901,1901,0.0,0.0
6225,Dinde,,7,7,1899,1907,0.7,1.25
6227,SQUABE FARCI SUR CANAPE A LA KINKEL,,1,1,1901,1901,0.0,0.0
6228,Poussin,,264,318,1900,1978,0.0,125.0
6231,"Planked Whitefish, Venitienne",,2,2,1900,1900,0.0,0.0
6232,Caneton,,109,119,1887,1978,0.0,250.0
6233,"Fried Sausages, Buckwheat Cakes",,6,6,1906,1914,0.25,0.25
6234,Pigeonneau,,103,123,1896,1914,0.75,100.0
6235,Sorbet Benedictine,,28,28,1897,1915,0.25,40.0
6237,Pigeonneau Imperial,,80,80,1905,1907,0.0,0.0
6242,Dindonneau,,113,122,1896,1978,0.0,400.0
6243,Russian Bufet,,1,1,1907,1907,0.0,0.0
6244,Ice Cream (any flavor),,3,3,1907,1907,0.0,0.0
6246,Fried Sausages,,76,76,1858,1917,0.15,0.4
6248,Poulet grille,,95,96,1897,1963,0.0,200.0
6249,Coupe St. Jacque,,9,9,1900,1959,0.4,0.75
6250,Beluga Caviar,,335,463,1907,1972,0.0,90.0
6252,"Sirloin Steak, with Onions",,41,42,1882,1907,0.3,1.5
6253,Frizzled Beef and Eggs,,67,69,1898,1919,0.2,0.6
6254,Pintadon,,106,117,1905,1917,1.25,200.0
6255,French Coffee,,403,517,1881,1973,0.1,15.0
6257,Lamb Fries on Toast,,6,6,1889,1906,0.0,0.0
6258,Top Sirloin Steak,,54,58,1900,1989,0.25,10.95
6259,Chicken Patty,,25,26,1900,1958,0.0,25.0
6261,Salad without cotton oil,,1,1,1901,1901,,
6263,Frizzled Ham and Eggs,,7,7,1900,1906,0.0,0.0
6264,Green Pepper,,1,1,1957,1957,0.0,0.0
6266,Chicken Croquettes,,126,127,1882,1921,0.15,75.0
6268,Poulet de grain,,95,128,1899,1955,0.0,250.0
6270,Peach Melba,,591,693,1906,2928,0.0,40.0
6271,Fruit Cake,,264,266,1862,1973,0.0,15.0
6272,Herring de fecamp,,1,1,1907,1907,0.0,0.0
6274,"St'med Corned Beef Hash, P'ched Egg ",,1,1,1906,1906,0.0,0.0
6275,Canard canvas-back,,56,56,1899,1907,4.0,4.5
6276,"FILET OF SOLE, HORLY",,6,6,1900,1900,0.35,0.6
6277,Green Apple Pie,,364,387,1873,1980,0.05,25.0
6278,Herring in Wine,,25,25,1907,1914,0.25,0.5
6279,St'med Corned Beef hash,,1,1,1906,1906,0.0,0.0
6280,Canard tete rouge,,55,55,1887,1907,3.0,3.75
6281,Canard ruddy,,55,55,1896,1907,1.5,2.25
6282,Mutton Broth,,68,68,1865,1969,0.0,2.0
6283,Plombieres,,2,2,1901,1901,0.0,0.0
6284,"BISQUE OF OYSTERS, NARRAGANSETT",,2,2,1900,1900,0.6,0.6
6285,Broiled Sea Trout,,117,120,1900,2928,0.4,2.0
6286,Canard mallard,,53,53,1899,1917,1.5,5.0
6287,"REDSNAPPER, SAUCE CREVETTES",,1,1,1900,1900,0.0,0.0
